model,display_name,seed,sample_jaccard,sample_precision,sample_recall,sample_f1,exact_match,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,supported_macro_precision,supported_macro_recall,supported_macro_f1,zero_f1_count,zero_f1_rate,hit_rate,empty_prediction_rate,avg_selected_count,avg_true_count,avg_cardinality_error,avg_over_select,avg_under_select,false_selection_rate,miss_selection_rate,premature_stop_rate,late_stop_rate,best_k,best_threshold,best_c,elapsed_seconds,effective_k,best_smoothing,best_epoch
mlp_bce,MLP + BCE,17,0.6916878872761226,0.7857970460911639,0.8493761140819963,0.7947384463427245,0.22727272727272727,0.7670118343195266,0.8356164383561644,0.799845738526803,0.413601868485356,0.41693321075226547,0.4059281337555006,0.413601868485356,0.41693321075226547,0.4059281337555006,6,0.3333333333333333,0.9919786096256684,0.0,3.6149732620320854,3.3181818181818183,0.8582887700534759,0.5775401069518716,0.2807486631016043,0.21420295390883623,0.1506238859180036,0.22459893048128343,0.40641711229946526,,0.16,,23.21063129999675,,,83
mlp_bce,MLP + BCE,29,0.6350114235140973,0.6657079032079033,0.9217468805704099,0.7541787473998862,0.14171122994652408,0.6376404494382022,0.9145850120870266,0.7514068189341279,0.37307238740807136,0.5951374544365456,0.44959852352073093,0.37307238740807136,0.5951374544365456,0.44959852352073093,4,0.2222222222222222,0.9973262032085561,0.0,4.759358288770054,3.3181818181818183,1.5267379679144386,1.4839572192513368,0.0427807486631016,0.3342920967920968,0.07825311942959001,0.0374331550802139,0.7513368983957219,,0.02,,24.37212549999822,,,70
mlp_cb,MLP + CB-BCE,9,0.6832123758594347,0.7775146422205245,0.8475044563279857,0.78764362494309,0.22459893048128343,0.7530954115076475,0.8331990330378727,0.791124713083397,0.3969957654197309,0.4286858876921887,0.409731294669751,0.3969957654197309,0.4286858876921887,0.409731294669751,6,0.3333333333333333,0.9946524064171123,0.0,3.671122994652406,3.3181818181818183,0.9037433155080213,0.6283422459893048,0.27540106951871657,0.22248535777947545,0.15249554367201426,0.2192513368983957,0.4358288770053476,,0.26,,25.39453999995021,,,36
mlp_cb,MLP + CB-BCE,17,0.6998281130634071,0.7750350140056023,0.8705882352941177,0.8010463392816335,0.24331550802139038,0.7553191489361702,0.8581788879935536,0.8034703885326292,0.38071787241911514,0.4245648371081929,0.3992852791043927,0.38071787241911514,0.4245648371081929,0.3992852791043927,7,0.3888888888888889,0.9946524064171123,0.0,3.770053475935829,3.3181818181818183,0.8743315508021391,0.6631016042780749,0.21122994652406418,0.22496498599439776,0.12941176470588237,0.18181818181818182,0.45454545454545453,,0.3,,24.584717199963052,,,23
mlp_cb,MLP + CB-BCE,29,0.6635345047109752,0.7114591291061879,0.9025401069518718,0.7757371268066455,0.16844919786096257,0.6838868388683886,0.8960515713134569,0.7757237530519706,0.49079380444104737,0.6023954881822228,0.5162376365986929,0.49079380444104737,0.6023954881822228,0.5162376365986929,2,0.1111111111111111,0.9946524064171123,0.0,4.347593582887701,3.3181818181818183,1.2486631016042782,1.13903743315508,0.10962566844919786,0.2885408708938121,0.09745989304812833,0.0962566844919786,0.6497326203208557,,0.04,,24.448326899961103,,,92
set_transformer,Set Transformer,9,0.6613046044864226,0.7232104274216574,0.8784759358288771,0.7708098942056161,0.20053475935828877,0.6943371943371943,0.8694601128122482,0.772093023255814,0.39641185251478667,0.5396110983197004,0.45072498532589667,0.39641185251478667,0.5396110983197004,0.45072498532589667,3,0.16666666666666666,0.9946524064171123,0.0,4.1550802139037435,3.3181818181818183,1.1203208556149733,0.9786096256684492,0.14171122994652408,0.2767895725783426,0.121524064171123,0.10427807486631016,0.56951871657754,,0.06,,49.398063600005116,,,86
set_transformer,Set Transformer,17,0.6811147186147185,0.8006811815635344,0.8187165775401071,0.7862081471707141,0.24064171122994651,0.7747678018575851,0.806607574536664,0.7903671535728386,0.5052840654125977,0.47326947363391064,0.4743563890319217,0.5052840654125977,0.47326947363391064,0.4743563890319217,3,0.16666666666666666,0.9919786096256684,0.0,3.4545454545454546,3.3181818181818183,0.8743315508021391,0.5053475935828877,0.3689839572192513,0.19931881843646548,0.18128342245989307,0.2914438502673797,0.35294117647058826,,0.38,,49.20601490000263,,,75
set_transformer,Set Transformer,29,0.6792409387997623,0.8030175706646294,0.8092245989304813,0.785798010664321,0.22727272727272727,0.7812995245641838,0.7945205479452054,0.7878545745105873,0.5358570236631093,0.5121084304883421,0.5038255635433289,0.5358570236631093,0.5121084304883421,0.5038255635433289,3,0.16666666666666666,0.9946524064171123,0.0,3.374331550802139,3.3181818181818183,0.7513368983957219,0.4037433155080214,0.34759358288770054,0.19698242933537052,0.1907754010695187,0.2887700534759358,0.2967914438502674,,0.48,,50.02281310001854,,,65
stacv2,StaCv2 + LR,9,0.6249490705373059,0.6500488074017486,0.9341354723707666,0.7483457570355967,0.12032085561497326,0.6313186813186813,0.9258662369057212,0.7507350539039529,0.3601065157326193,0.5323524579550348,0.42010725179304576,0.3601065157326193,0.5323524579550348,0.42010725179304576,4,0.2222222222222222,1.0,0.0,4.866310160427807,3.3181818181818183,1.6016042780748663,1.5748663101604279,0.026737967914438502,0.34995119259825147,0.06586452762923352,0.0213903743315508,0.7807486631016043,,0.1,,3.013783300004434,,,
stacv2,StaCv2 + LR,17,0.6442322383498853,0.6764610389610389,0.9226827094474155,0.761292243110425,0.15775401069518716,0.6564310544611819,0.9129734085414988,0.7637344118638355,0.3382915970778383,0.48064956115763124,0.39161349200073425,0.3382915970778383,0.48064956115763124,0.39161349200073425,6,0.3333333333333333,1.0,0.0,4.614973262032086,3.3181818181818183,1.3823529411764706,1.339572192513369,0.0427807486631016,0.32353896103896107,0.07731729055258467,0.034759358288770054,0.7085561497326203,,0.12,,3.186499500006903,,,
stacv2,StaCv2 + LR,29,0.6268398268398269,0.6548934725405313,0.928030303030303,0.7491343920488306,0.12032085561497326,0.6356545961002785,0.91941982272361,0.7516469038208169,0.3322145233665265,0.49994376544555863,0.39236641283920987,0.3322145233665265,0.49994376544555863,0.39236641283920987,6,0.3333333333333333,1.0,0.0,4.7994652406417115,3.3181818181818183,1.5561497326203209,1.518716577540107,0.0374331550802139,0.3451065274594687,0.07196969696969698,0.03208556149732621,0.7727272727272727,,0.1,,3.333056699950248,,,
